Date,Apple,Amazon,IBM,Netflix,SPY
2012-01-04,0.005374177780208366,0.005374177780208366,-0.0040794683271579086,0.11364893410852718,0.001568665357968668
2012-01-05,0.011102160959073964,0.011102160959073964,-0.004742874569190416,-0.014294617952698844,0.0026624280526638617
2012-01-06,0.010453654007012248,0.010453654007012248,-0.0114804749763634,0.08814633372558633,-0.002577118630149016
2012-01-09,-0.0015862743716073154,-0.0015862743716073154,-0.005204688415839425,0.1377911329494597,0.00242736865826193
2012-01-10,0.0035804689014025046,0.0035804689014025046,-0.0015414209396932901,-0.023935608554402375,0.008670601743479148
2012-01-11,-0.0016300609113776344,-0.0016300609113776344,0.00557015499815674,-0.03840131482834191,0.0005418314989763749
2012-01-12,-0.002745214899057971,-0.002745214899057971,-0.009707822973608456,0.0,0.0023993754489447963
2012-01-13,-0.0037494987752205626,-0.0037494987752205626,-0.007698927888836913,0.024199641363003066,-0.005173412864266386
2012-01-17,0.011647962381363834,0.011647962381363834,0.00468877656629896,0.0036024263996865817,0.0038808098128551576
2012-01-18,0.010383884098465728,0.010383884098465728,0.005944407184674536,0.04032944638215564,0.011056408163264496
2012-01-19,-0.0031694990132546176,-0.0031694990132546176,-0.0030376045653028785,0.049928952202872405,0.005276173264972589
2012-01-20,-0.01741651443868413,-0.01741651443868413,0.04431624965052753,-0.031123139377537152,0.0037275307432791897
2012-01-23,0.016916229854464487,0.016916229854464487,0.007744232825732448,-0.06264965083798882,-0.002576803381936957
2012-01-24,-0.01637756430667651,-0.01637756430667651,0.01026476560524053,-0.01372926791963901,-0.0011398215717629387
2012-01-25,0.06243900727569207,0.06243900727569207,-0.001042256795018629,0.025574663609841352,0.008367509948419964
2012-01-26,-0.004544708476939831,-0.004544708476939831,-0.003911673191528799,0.2206439160285783,-0.005129555768071061
2012-01-27,0.005959899583089389,0.005959899583089389,-0.002722670484585548,0.06706321064617894,-0.0004547712220639977
2012-01-30,0.01281059322540137,0.01281059322540137,0.010710643819869308,0.013248202387136232,-0.0034140250902231902
2012-01-31,0.007660113632185387,0.007660113632185387,0.0005196821931951597,-0.041696516982297316,-0.00038048070460135777
2012-02-01,-0.0006353880231183608,-0.0006353880231183608,0.00010386182608885473,0.023044849674421428,0.008757246371031717
2012-02-02,-0.0023453792291246206,-0.0023453792291246206,-0.005658995465190526,0.008376035213923801,0.0015853056907746093
2012-02-03,0.010019138054892726,0.010019138054892726,0.01101675616364637,0.019596783048257328,0.014018381505209301
2012-02-06,0.009332815520885794,0.009332815520885794,-0.004234656275086459,0.02230482550992097,-0.0006687678594172623
2012-02-07,0.010474756294660329,0.010474756294660329,0.002748460759281029,-0.010599543930349935,0.00252868540109366
2012-02-08,0.01674375691007665,0.01674375691007665,0.0018175145763461484,-0.030341014065029204,0.002967787023635982
2012-02-09,0.0345936882214594,0.0345936882214594,0.000932787022570753,0.006774250273155167,0.0012574515167163792
2012-02-10,0.0005067982012951984,0.0005067982012951984,-0.0036764580407557643,-0.0072892741542889905,-0.007387504123714641
2012-02-13,0.018604749059718952,0.018604749059718952,0.0010394971312847176,-0.04542894045944929,0.00744248551615593
2012-02-14,0.013648850703437456,0.013648850703437456,-0.002076739095567749,0.040321242603550383,-0.0012558723181651005
2012-02-15,-0.023142175117467165,-0.023142175117467165,0.00015618684785026463,-0.008206727678392981,-0.004660423650520733
2012-02-16,0.009122772000525387,0.009122772000525387,0.004005019944049774,-0.0012289283858025195,0.011073406662782533
2012-02-17,-0.00017929101644973848,-0.00017929101644973848,0.0020727240949211492,-0.0004921417519834924,0.002646154751788642
2012-02-21,0.025352445537330154,0.025352445537330154,-0.00015531369901864046,-0.03652029514550416,0.0004397947128982068
2012-02-22,-0.003515489316133626,-0.003515489316133626,0.0024819904809348964,-0.04258951339209072,-0.003223972724951388
2012-02-23,0.006529670379336649,0.006529670379336649,0.01929118630069526,0.005249128394081508,0.004410703522426884
2012-02-24,0.011657845907063686,0.011657845907063686,0.0007591453952955388,-0.011682423636867901,0.0021955751595120554
2012-02-27,0.006412773152862999,0.006412773152862999,-0.0011630457306735923,-0.020238193070996564,0.0016797312617249408
2012-02-28,0.018354237181785565,0.018354237181785565,0.002278176870259162,0.03573717210492641,0.0029160551559646052
2012-02-29,0.013130155528337278,0.013130155528337278,-0.006313740577225225,-0.0228556910393333,-0.003925080148343174
2012-03-01,0.0037422949362482367,0.0037422949362482367,0.004066416297331749,0.018242608640186404,0.005181404724138392
2012-03-02,0.0013037537512861326,0.0013037537512861326,0.0064803943482517196,0.02084261622312516,-0.0030496486994005105
2012-03-05,-0.02204756045597305,-0.02204756045597305,0.009305171169319679,-0.03727198763134715,-0.0040779585936167465
2012-03-06,-0.005439429270216454,-0.005439429270216454,-0.016944200890655216,-0.03320998104864186,-0.014625335998087956
2012-03-07,0.0008110613627924399,0.0008110613627924399,0.0025853928685137186,-0.018108848723815053,0.006976124689843872
2012-03-08,0.021292995609681405,0.021292995609681405,0.010315103491979115,0.02737899013804559,0.009948687608121103
2012-03-09,0.005867388216179763,0.005867388216179763,0.00405388441290887,0.009808485513328939,0.0038675155839789726
2012-03-12,0.012528022390895274,0.012528022390895274,0.0018940359190369913,-0.026848685054522016,7.301115095133265e-05
2012-03-13,0.02916694335967254,0.02916694335967254,0.013830835398205926,0.0014123916738494737,0.018025681307642556
2012-03-14,0.03781012849200651,0.03781012849200651,0.004612823762571299,-0.010343215894153273,-0.0010709320625944486
2012-03-15,-0.006818366368061752,-0.006818366368061752,0.006252613964502984,0.04674583461749779,0.005789267378215924
2012-03-16,1.702431636308014e-05,1.702431636308014e-05,4.8361541471129395e-05,-0.0019061451004668316,0.0013848678423143278
2012-03-19,0.02652131646494827,0.02652131646494827,-0.00140774743722052,0.03974174353606076,0.003920083981745383
2012-03-20,0.008084992857273455,0.008084992857273455,-0.007145532705587193,0.0060351964141975144,-0.0029109258125560684
2012-03-21,-0.005710039299936673,-0.005710039299936673,0.0021544407329239434,0.04416621341941692,-0.0016374780531502066
2012-03-22,-0.005244611340271291,-0.005244611340271291,0.003908008385823257,-0.011407202236409427,-0.007203675237604288
2012-03-23,-0.005489550119505647,-0.005489550119505647,-4.8397327786194364e-05,0.01229684198759681,0.0032327302362707318
2012-03-26,0.018337109615550126,0.018337109615550126,0.011144568725566581,0.01497629586488056,0.014035280648032885
2012-03-27,0.01235675219792305,0.01235675219792305,-0.0028396894997591085,-0.01082059176309052,-0.003107150897153069
2012-03-28,0.005109914163125179,0.005109914163125179,0.0005308094195415718,-0.015413922650549115,-0.004958547785801047
2012-03-29,-0.012564388271323843,-0.012564388271323843,0.004727608439835536,-0.03164711751239069,-0.0017086281930476484
2012-03-30,-0.016905364376575523,-0.016905364376575523,0.0018247392440781387,-8.694480282714359e-05,0.004135786797956118
2012-04-02,0.03182370166629439,0.03182370166629439,0.00393015088674634,-0.009301103802136636,0.007315386956710718
2012-04-03,0.01728015210506342,0.01728015210506342,0.00014305313552882235,-0.008862059958004823,-0.004089451765260499
2012-04-04,-0.00796099754918766,-0.00796099754918766,-0.01646782384041295,-0.023902187884322953,-0.00991077832139906
2012-04-05,0.015008533428869817,0.015008533428869817,-0.0028148582218831403,0.002176627911029568,-0.0005005652628992667
2012-04-09,0.004023821128919145,0.004023821128919145,-0.0025792530654822027,-0.03457011827276245,-0.011230926591864419
2012-04-10,-0.012243589562022815,-0.012243589562022815,-0.01273571044316596,-0.044619422572178456,-0.01678492841794091
2012-04-11,-0.0035644841092740643,-0.0035644841092740643,0.001235822186827803,-0.0207024725274725,0.008094132785936245
2012-04-12,-0.0054776381385303,-0.0054776381385303,0.01352549255673111,0.04458468912595162,0.013065816503527389
2012-04-13,-0.028164287826347622,-0.028164287826347622,-0.01227366248581877,-0.0008632169410469602,-0.011888511585318185
2012-04-16,-0.04147180542476086,-0.04147180542476086,-0.0003943326590971584,-0.02899110024984841,-0.0006565254490773375
2012-04-17,0.0509709470040742,0.0509709470040742,0.023332519858083822,0.05803259515570934,0.014812260437302214
2012-04-18,-0.002230385855539978,-0.002230385855539978,-0.03528544955426201,-0.0005606148540632009,-0.0033791376938274434
2012-04-19,-0.03435570272836845,-0.03435570272836845,-0.003098207643848763,0.0012154450261780564,-0.006421136747704455
2012-04-20,-0.024615391217265168,-0.024615391217265168,0.00045106145601708086,-0.00915124627318168,0.0016702572259027478
2012-04-23,-0.002234118980025247,-0.002234118980025247,-0.004909749820784387,-0.040241194239219416,-0.008409043221320264
2012-04-24,-0.019975353812254043,-0.019975353812254043,0.006948258787389952,-0.13904168739035003,0.0038014183007274833
2012-04-25,0.0887415306161511,0.0887415306161511,0.017849917711871336,-0.015168795966441615,0.013691650510348544
2012-04-26,-0.0037702048505916927,-0.0037702048505916927,0.00987373083363071,-0.014823381929898707,0.006969014821985849
